date,lat,lon,Chlorophyll
2020-01-14,37.04854352647834,-118.21312607724536,0.9073529411764706
2020-01-14,37.04854352647834,-118.21267691960328,0.9107142857142857
2020-01-14,37.04854352647834,-118.21222776196124,0.9570552147239264
2020-01-14,37.04854352647834,-118.21177860431916,1.2833211944646759
2020-01-14,37.0489926841204,-118.21402439252948,0.9794952681388013
2020-01-14,37.0489926841204,-118.2135752348874,0.9178743961352657
2020-01-14,37.0489926841204,-118.21312607724536,0.9180327868852459
2020-01-14,37.0489926841204,-118.21267691960328,0.880248833592535
2020-01-14,37.0489926841204,-118.21222776196124,0.8504398826979472
2020-01-14,37.0489926841204,-118.21177860431916,1.1863295880149813
2020-01-14,37.04944184176246,-118.2149227078136,1.0704761904761906
2020-01-14,37.04944184176246,-118.21447355017152,1.0448598130841122
2020-01-14,37.04944184176246,-118.21402439252948,1.033644859813084
2020-01-14,37.04944184176246,-118.2135752348874,1.0111940298507462
2020-01-14,37.04944184176246,-118.21312607724536,1.007366482504604
2020-01-14,37.04944184176246,-118.21267691960328,0.9303135888501742
2020-01-14,37.04944184176246,-118.21222776196124,0.9655172413793104
2020-01-14,37.04944184176246,-118.21177860431916,0.8931185944363104
2020-01-14,37.04944184176246,-118.21132944667713,1.3904448105436573
2020-01-14,37.04989099940452,-118.2158210230977,1.0527306967984935
2020-01-14,37.04989099940452,-118.21537186545564,1.0618955512572534
2020-01-14,37.04989099940452,-118.2149227078136,1.0509803921568628
2020-01-14,37.04989099940452,-118.21447355017152,1.0714285714285714
2020-01-14,37.04989099940452,-118.21402439252948,1.0719844357976653
2020-01-14,37.04989099940452,-118.2135752348874,1.0325047801147227
2020-01-14,37.04989099940452,-118.21312607724536,1.0320754716981133
2020-01-14,37.04989099940452,-118.21267691960328,0.9766187050359713
2020-01-14,37.04989099940452,-118.21222776196124,0.9694915254237289
2020-01-14,37.04989099940452,-118.21177860431916,0.9166666666666666
2020-01-14,37.04989099940452,-118.21132944667713,1.363220494053065
2020-01-14,37.05034015704658,-118.21671933838182,1.0606617647058822
2020-01-14,37.05034015704658,-118.21627018073976,1.0038910505836576
2020-01-14,37.05034015704658,-118.2158210230977,1.0576540755467196
2020-01-14,37.05034015704658,-118.21537186545564,1.0641282565130261
2020-01-14,37.05034015704658,-118.2149227078136,1.0496031746031746
2020-01-14,37.05034015704658,-118.21447355017152,1.0531496062992125
2020-01-14,37.05034015704658,-118.21402439252948,1.0669291338582678
2020-01-14,37.05034015704658,-118.2135752348874,1.0846456692913387
2020-01-14,37.05034015704658,-118.21312607724536,1.0688976377952757
2020-01-14,37.05034015704658,-118.21267691960328,1.0186219739292366
2020-01-14,37.05034015704658,-118.21222776196124,0.9376026272577996
2020-01-14,37.05034015704658,-118.21177860431916,0.8874269005847953
2020-01-14,37.05034015704658,-118.21132944667713,1.3708920187793427
2020-01-14,37.05078931468864,-118.21761765366594,1.1331168831168832
2020-01-14,37.05078931468864,-118.21716849602387,1.0705882352941176
2020-01-14,37.05078931468864,-118.21671933838182,1.0418410041841004
2020-01-14,37.05078931468864,-118.21627018073976,1.041237113402062
2020-01-14,37.05078931468864,-118.2158210230977,1.0850622406639003
2020-01-14,37.05078931468864,-118.21537186545564,1.0593047034764826
2020-01-14,37.05078931468864,-118.2149227078136,1.0673469387755101
2020-01-14,37.05078931468864,-118.21447355017152,1.0752032520325203
2020-01-14,37.05078931468864,-118.21402439252948,1.0728744939271255
2020-01-14,37.05078931468864,-118.2135752348874,1.0622489959839359
2020-01-14,37.05078931468864,-118.21312607724536,1.0554455445544555
2020-01-14,37.05078931468864,-118.21267691960328,0.9675675675675676
2020-01-14,37.05078931468864,-118.21222776196124,0.9064039408866995
2020-01-14,37.05078931468864,-118.21177860431916,0.9015047879616963
2020-01-14,37.05078931468864,-118.21132944667713,1.359046283309958
2020-01-14,37.051238472330695,-118.21851596895006,1.0798319327731092
2020-01-14,37.051238472330695,-118.218066811308,1.0930232558139534
2020-01-14,37.051238472330695,-118.21761765366594,1.0805084745762712
2020-01-14,37.051238472330695,-118.21716849602387,1.0878661087866108
2020-01-14,37.051238472330695,-118.21671933838182,1.0679405520169851
2020-01-14,37.051238472330695,-118.21627018073976,1.065217391304348
2020-01-14,37.051238472330695,-118.2158210230977,1.0573248407643312
2020-01-14,37.051238472330695,-118.21537186545564,1.0602910602910602
2020-01-14,37.051238472330695,-118.2149227078136,1.065126050420168
2020-01-14,37.051238472330695,-118.21447355017152,1.05625
2020-01-14,37.051238472330695,-118.21402439252948,1.0657084188911705
2020-01-14,37.051238472330695,-118.2135752348874,1.0098814229249011
2020-01-14,37.051238472330695,-118.21312607724536,0.9885496183206107
2020-01-14,37.051238472330695,-118.21267691960328,0.925
2020-01-14,37.051238472330695,-118.21222776196124,0.8785942492012779
2020-01-14,37.051238472330695,-118.21177860431916,1.2157751586582048
2020-01-14,37.051687629972754,-118.2194142842342,1.130801687763713
2020-01-14,37.051687629972754,-118.21896512659212,1.095132743362832
2020-01-14,37.051687629972754,-118.21851596895006,1.1219512195121952
2020-01-14,37.051687629972754,-118.218066811308,1.1283783783783783
2020-01-14,37.051687629972754,-118.21761765366594,1.103896103896104
2020-01-14,37.051687629972754,-118.21716849602387,1.0597014925373134
2020-01-14,37.051687629972754,-118.21671933838182,1.0591966173361522
2020-01-14,37.051687629972754,-118.21627018073976,1.0339702760084926
2020-01-14,37.051687629972754,-118.2158210230977,1.0411255411255411
2020-01-14,37.051687629972754,-118.21537186545564,1.0167364016736402
2020-01-14,37.051687629972754,-118.2149227078136,1.0314465408805031
2020-01-14,37.051687629972754,-118.21447355017152,1.0418410041841004
2020-01-14,37.051687629972754,-118.21402439252948,1.03
2020-01-14,37.051687629972754,-118.2135752348874,1.0
2020-01-14,37.051687629972754,-118.21312607724536,0.9941972920696325
2020-01-14,37.051687629972754,-118.21267691960328,0.9519572953736655
2020-01-14,37.051687629972754,-118.21222776196124,0.8982035928143712
2020-01-14,37.051687629972754,-118.21177860431916,1.2390524048815506
2020-01-14,37.05213678761481,-118.22031259951832,1.131679389312977
2020-01-14,37.05213678761481,-118.21986344187624,1.1285714285714286
2020-01-14,37.05213678761481,-118.2194142842342,1.0790067720090293
2020-01-14,37.05213678761481,-118.21896512659212,1.0739910313901346
2020-01-14,37.05213678761481,-118.21851596895006,1.1077981651376148
2020-01-14,37.05213678761481,-118.218066811308,1.0698198198198199
2020-01-14,37.05213678761481,-118.21761765366594,1.075055187637969
2020-01-14,37.05213678761481,-118.21716849602387,1.0886917960088691
2020-01-14,37.05213678761481,-118.21671933838182,1.0911111111111111
2020-01-14,37.05213678761481,-118.21627018073976,1.0884955752212389
2020-01-14,37.05213678761481,-118.2158210230977,1.0977777777777777
2020-01-14,37.05213678761481,-118.21537186545564,1.0360169491525424
2020-01-14,37.05213678761481,-118.2149227078136,1.0395010395010396
2020-01-14,37.05213678761481,-118.21447355017152,1.0371134020618558
2020-01-14,37.05213678761481,-118.21402439252948,0.9801587301587301
2020-01-14,37.05213678761481,-118.2135752348874,1.0080160320641283
2020-01-14,37.05213678761481,-118.21312607724536,0.9828571428571429
2020-01-14,37.05213678761481,-118.21267691960328,0.9761029411764706
2020-01-14,37.05213678761481,-118.21222776196124,1.0065359477124183
2020-01-14,37.05258594525687,-118.22121091480244,1.070886075949367
2020-01-14,37.05258594525687,-118.22076175716036,1.0623441396508728
2020-01-14,37.05258594525687,-118.22031259951832,1.0870646766169154
2020-01-14,37.05258594525687,-118.21986344187624,1.0864197530864197
2020-01-14,37.05258594525687,-118.2194142842342,1.066831683168317
2020-01-14,37.05258594525687,-118.21896512659212,1.0645933014354068
2020-01-14,37.05258594525687,-118.21851596895006,1.0778301886792452
2020-01-14,37.05258594525687,-118.218066811308,1.0377777777777777
2020-01-14,37.05258594525687,-118.21761765366594,1.0353982300884956
2020-01-14,37.05258594525687,-118.21716849602387,1.0880361173814899
2020-01-14,37.05258594525687,-118.21671933838182,1.08
2020-01-14,37.05258594525687,-118.21627018073976,1.0917225950782998
2020-01-14,37.05258594525687,-118.2158210230977,1.0844444444444445
2020-01-14,37.05258594525687,-118.21537186545564,1.022964509394572
2020-01-14,37.05258594525687,-118.2149227078136,1.008130081300813
2020-01-14,37.05258594525687,-118.21447355017152,1.0
2020-01-14,37.05258594525687,-118.21402439252948,0.9486166007905138
2020-01-14,37.05258594525687,-118.2135752348874,1.0061099796334012
2020-01-14,37.05258594525687,-118.21312607724536,1.0213178294573644
2020-01-14,37.05258594525687,-118.21267691960328,0.9908088235294118
2020-01-14,37.05258594525687,-118.21222776196124,1.0320591861898891
2020-01-14,37.05303510289893,-118.22210923008656,1.0572139303482586
2020-01-14,37.05303510289893,-118.22166007244448,1.0218978102189782
2020-01-14,37.05303510289893,-118.22121091480244,1.1090909090909091
2020-01-14,37.05303510289893,-118.22076175716036,1.0775193798449612
2020-01-14,37.05303510289893,-118.22031259951832,1.0962025316455697
2020-01-14,37.05303510289893,-118.21986344187624,1.1209068010075567
2020-01-14,37.05303510289893,-118.2194142842342,1.0746268656716418
2020-01-14,37.05303510289893,-118.21896512659212,1.0802919708029197
2020-01-14,37.05303510289893,-118.21851596895006,1.0543735224586288
2020-01-14,37.05303510289893,-118.218066811308,1.0179372197309418
2020-01-14,37.05303510289893,-118.21761765366594,0.9978260869565218
